title,display_level,md5,sha256,beta_easy,beta_hard,alpha,has_data
Misdirection [Black children],sl9,b43131e9629cb9a403b9d68cac794a0e,580658e8b1dd14969da2f97775da5091bf02db9c3c19186a844456d0c472f75a,0.475,0.617,11.109,True
DIGITAL DIVER 20XX［FUTURE］,sl1,b434d831df082ccdd560d0bf82bb1797,e0e2cde971b50329fc6607f79be5a99edf0e84c78db05cca63ce5fccabd10d0a,-0.538,0.071,6.474,True
スーパーイザナギオブジェクト (おに),st5,b43593efc5000e0ba21c3332f5f8bffb,903892f3cc2ca016676c73b4c7ad3682a54f1a392396ca0886fa54e16da27ec2,1.056,1.725,6.528,True
symbolic gear [この歯車だけなぜかおにぎりが挟まっている],st5,b4384ba2b90691b478a2e2454b097b93,1278f06694558238e79d0a60e58ce55c5fec60ca670f449374b9ee0b49cd81b8,0.960,1.736,6.207,True
the lost delaycated (distant memory),st3,b457288fb855e43b2e5f8a9b5d0df1b0,8e16f79f65b736a96a2d98ee6cab30539e0910b12d08245d3fea57fcad468b09,0.796,1.321,3.670,True
Cong＊Chu＊Jelly [strawberry flavor],sl8,b4b061a9c39188bf738d381a2e6aab34,5870b009032e28034b99ccc0ef69918345abdc539e99cd5b1152176d900dcb6a,0.231,0.566,10.078,True
Infinite Galaxy [SP AMETHER],sl4,b4b4c66dfb0b92ed5cb4ea9c86a56d80,51ed32e338a018597f120779b4e24a72a48db9530829279e2573dacc19d3bb5d,0.157,0.329,10.713,True
Lucid Dreaming [U],sl2,b4d33ad62e4e4ac6b443e03346bb22b0,7bb9188ee467bdabcd67a4d59af5e67198bfc4c3bcfe7843a2f48b2b61598464,-0.100,0.208,9.200,True
Ruined field -ZERO-,sl4,b4d37a0db1fc780754dea0bd47508a68,e42677a102e4fae9804bced45f84cdeaa34c208e8f80ab26dee23d8f1c09215c,-0.017,0.335,9.620,True
Andro -Hope-,sl3,b4f3a8e3e11c37ea9b6b1304b0f1d59f,a169befb78ae36b8cbb46912336737127c14b997739ff328b7cb55da464c0fe8,0.043,0.270,8.586,True
Physical damage -Past Scars- [Intense],st0,b4f78730b27aa95164fae41a331afe63,0184c026329cdba0c5da982c40aa8184cd73a78288b5ff0d3e3f187c14de56e6,0.796,0.859,12.901,True
E.V.E [EDEN],st0,b5155c1c8cf9d622d0046b61aae3e6a5,1a7efc4d17325d3f5ca0f2a48ba8fc157e4ada539017a113d4008cfcd38cde3c,0.656,0.906,13.926,True
7SP:雪の少女-MorningDash!Mix- [EXTREME],sl12,b53162a6ed6659406cae48612e943faf,8bb38247d45d854aa6fb5b6b07ae7ea5af2a54aff06f38ed6be642408d6a4d78,0.508,0.730,13.214,True
Romantic Children [魔界],st2,b5385ffeaf8924174db726c3721a6ffe,2f0d3d33df3eb6311a18bcee64b614e1064ca95261fb25bd90dadbdf2fa31720,0.733,0.989,9.387,True
失望Choco (・∀・),st4,b55dfab33a7a018c30bd82ae42b0369c,bc53f8ba8900b2b0486fc632ae9b894a243185d117f3bd8adde859945fd5f9b2,0.942,1.290,7.895,True
夢/あるいは在りし日の ［usual days'］,sl12,b57e7f1bdca974cd00379e3d1cf84504,1149012de7db3d7c5d1e867616cd437e650a4314dcab84f08bce2526141272f1,0.592,0.753,12.833,True
Lacrimosa [SP Insane],st1,b5ac8582091269f60ed0d5f711c603bd,fbc90e05c54821e5d06cba0c62d97d35ee56221896e4c6a0cf5a1dd4aabf246c,0.760,0.933,9.221,True
Metatron [MANIAC],sl8,b5c3435dfe453527dc9dbbd5ff45a347,ca3d4bb955f0a333d07b65180dfa37b4245e713cba0968aa98e80586231699bc,0.408,0.579,11.622,True
The End of Yggdrasil,sl9,b5fd495a29dc5f1513333d0db281495f,abc786b9fb74906650e6f9bbf8145997e883f85affa10404e3b84ced59fd64a2,0.351,0.560,11.745,True
薄雲 [7KEYS TRISTANOTHER],sl5,b603ef4f751ad6c845fc6b296e545068,56ceb8be4e30d6f0ec37921876c9a4588abe3e8eee09a534d87166819374e411,0.228,0.400,10.523,True
beyond the limit -limit7-,st1,b60ee5d99b0b2dd1990ba96a329fbf8d,c31fd3d5c3ceb24c9bad1064d4b257db3ba14651c0064ab626e71cbb851cfdac,0.702,0.960,10.747,True
BlythE:ExtenD [SABOTHER],st2,b61a8bcfc8f6595c42c6c003cd208cf5,00339d7b9fc732b21bf0c439f816566100f6c72734ce204820eac18bd57b5c50,0.770,0.994,11.007,True
happy core chocobo 7 _insane,sl6,b63abfd6651ae5e2adfcba663e1d8891,fb43b3023b798aa3a8bc33e2c53995e6f68107fdbaf52e20e7f2304c2a1ac180,0.320,0.456,14.131,True
ただいま、Bar“BOOMY” [Cocktail],sl3,b656db5f627112967adb999968591435,bdbd7ddd67706a9683d05f0ef6af207253ba250e5a2c662dfb63a089fdad26a3,0.173,0.310,7.130,True
Ultimate radiation [INFERNO],st1,b6708c3ec0563acdfe2025d975c21070,cb3188ce8d5cfbc4309210caa6e6b84f2b2b9550887d4996aade2e73d8c35d2b,0.646,0.848,7.134,True
夢の地図と僕らの旅 [departure],sl1,b67c0f0b5da347f94eae1119b1158ec9,5715f120ad8b29ecbd21972a4f0c42fa67a1a76ff287f42766db063ff3831541,-0.169,0.172,7.145,True
Sunset Toybox [EXTRA],st5,b68e4ddc153ab9b9391f3d9a2f856e7a,ea5ca258b13c467d3cf7c4c74a59e8272e48a4493f8373164bb9efba97c47b3b,1.121,1.627,5.105,True
End Time A⇒Side [Hexagon],st2,b6aba5810b09bc6af607c3eb299f4053,54a6c2af55d0e038285d80ba82f7ff875fc737c4763a021f7d2c507ea333ee50,0.760,1.029,9.292,True
Chariot -Miyabi style- [EX],sl8,b6b60ac9d20a1ffd1fd51795e3037bf4,7ed40b247f74622f47b6a91bbb1672c1e176a57cb95075f2a3144be78a1ceeb5,0.397,0.546,11.047,True
Red -reduction division- [Despair],st3,b6c45f018eddc325b277867e74900ab5,cce820f698d8af2450aa48aa6eb89bd610e626894e8f8d9544c3d91c6c263af5,0.853,1.132,8.189,True
INSANER [ANOTHER],sl6,b6d071c80ab9bb84f3280264e4c616c3,844092b69c434504e234e8f813d00472f6b08f62b08fa32623b851f0e01de014,0.313,0.533,8.587,True
プラズマ・プラス・プラチナ！ [ANOTHER],sl0,b6e5278b8b3a2b56c2dd1580481a5fc7,99adb4fc3b16f1addc92a2aa94c71e14a878e5745e7c5509d700480f4290f951,-0.671,-0.056,4.224,True
Signager -HONGKONG EXPRESS_FIX-,sl5,b6f2c8d798b81f67a14ce05c50cb3b07,9f15243c2180ea97f3522a9bba801a1cc0c23165cfa4460ad851d7e0e2c94756,0.265,0.420,10.483,True
feeling(bms edit) [Hierarchie],sl11,b7143d7df5c81feddfdabefdf3704320,d43bef970c7c25262744bec74fdbc8e2aa820dc037d422cd7567d68a5d200c1a,0.569,0.755,10.985,True
Happiness Magical Kanon [HAPPY],sl8,b7148c7e0a7a5fd58232c85f3b4b8692,c3bbd98a8e74efef5ccfe85ab888348f521ff1067a85997d87a5cc08d9d3c8f6,0.408,0.562,13.462,True
蓄積×フラストレーション  [交錯×アサーション],sl6,b7387dc90a66b0d3dad3460eb3c70a9e,e216b27d2228ce3c7ee1d40b4d04497424c7402a979aeca255eb257452041648,0.150,0.428,10.845,True
kkotipari Hangaduk [HARDEST],sl12,b775902c83b0a0d9c84ada43f94f160b,d25628b8d2f9a131d03d0de85e1c35b230a818fb4398382e559dea0a4cf8ae67,0.603,0.757,14.707,True
Pumpkin ◇ Magic [EXTRA],st0,b7806afd42bfcd2a91dcfeb3b2b80361,03df7766ae76c006588b636e0c38e147985da17bac608e7027aa71ca3beaea76,0.566,0.885,12.834,True
wilis [G3],st5,b78bfb4c1b33d253375d64f4b407bb7b,c1c29e5b1e7262324a729ed74e7d9412fd9f3ead4fdd321ad89dd2dafd36fac6,1.062,1.716,6.811,True
Deublithick [HARDEST],sl12,b7b9f9b7d7be325d587f9797ccccbae4,0130eb359e43a849ef560323b63d49895315fccb8f5c6dc56b184d4d74052cd3,0.524,0.727,9.432,True
EUROBEATアイドル橘花音のテーマ,sl0,b7c4b2b39c5cc94883148c9020ef8a84,03865775db93c8e4f2fc9b867576df98597513bf65c9880b9c6ad881ffdf705f,-0.484,-0.050,5.560,True
ハニエルのうた [ZOI],sl4,b7c510d564e6abdc8fb3a0495663ce4a,aa7dd39c1a0dedca64d06ea6ed8676eec50c5b24b65773d2323e6ec14decfa33,0.098,0.347,8.140,True
GOODBOUNCE [LUNATIC],sl10,b7dcec96997e7672915d1ee5bf44dadd,08a96392e4a7ec43393ceda0dbeb635349cdb7d3d8c18e0d07742d403b8de48c,0.465,0.654,12.048,True
tinnitus -7 Minether-,sl11,b83a9dc81958ec91a11e5b338e4404f3,a692cf0d937c74da22320fd93d77e04386ed51c347d80d0d888f7df52b9aedc9,0.462,0.672,11.494,True
Number Y [Pattern S],sl12,b897d86605d2bdc67f33f2ee1411dd6e,795ce67d7d6a9fbd9d71177aeae4f7119c6d0e51136a215b8dbe7df9dd57b419,0.505,0.793,9.853,True
The World of Cyber [ANCIENT],st2,b8a223e29299d00b86f6cd356a906993,2880300c32482d843dc2a25de0766d99baac5d0e332dbe691a986013839f8b64,0.810,0.998,12.942,True
ポーチュラカ [めありーざー],sl10,b8c868cd798792b09f41675202861373,07792e7a030ef537302e5bafc1f237a158468deb77e8bb6dfc733fdbb1ef0141,0.383,0.654,11.243,True
私たちの恋は観音開き (†れじぇんだりあ),st1,b8ca835f36058c0d413f3ec1bdd660d2,543a7e80ddcf5c27cd8035373309c96065657143c408aa2545874ad9053cbad1,0.755,0.952,10.813,True
Calamity Fortune [MASTER],sl7,b8d9488923de28377d9fea70e9d0e15c,34062f6c1a0a5b8adcfc90a18df5ad5da21891bd00de602443331ce31fbf2ee4,0.202,0.486,10.155,True
Melotte 333 (EX7),st0,b8de66e52d4f4377ef8aab1d345627b3,89bcf699a423d72c8e302a762e8e4de7dff2e3213bdaf5a0c0684fd7d3f01367,0.657,0.843,13.052,True
Lonely One Christmas [Hexagon],st5,b8e1c338ba07ce8a7d46d4a1d795e672,9dd32b6ed06e924c3333baa1e3e2d4bda59836840244ea099c4f378048959866,1.205,1.728,5.620,True
Poppy [Opium],st2,b8ef7cfc2121dc7e62c94a09b6459a93,e6c2bac7d7f5e27b1f24610d8eb2e8ec40bf6860847160d7ec8ceb877a7f05ac,0.901,1.024,11.141,True
Auston [ANOTHER+],sl9,b8fa25bd23c24d28588e947d1d25a2b6,ea1530a47dd49766a1807c26cd9c668b75a84715d714f9ccf900169a0ac59671,0.406,0.623,11.743,True
CUTSIC,sl1,b8fa5eecd1453e3f714ac164b5c062a0,f5753e8c254e53c9a4e59104af519dc116d422c7b96068ba65f26d5b8339831d,-0.407,0.052,7.209,True
風塵少女-Wind Rush- [INFELNO],st0,b903a2579e150c6687bbe2530a60fa80,c0a71472cd07994e391369d061e9726ed0d3253a48ae703f141978140bb33aaa,0.676,0.790,13.933,True
Maxi [Ephedrine],sl4,b90b528c7b5ff69c1ba00a05dc82e039,7c91c3eeff39e62d4111fae33a7ecb46b066863ccfef4b45676c29787f56f39f,0.112,0.356,8.059,True
SpringField [spring's arrival],sl4,b9111029fd03a873c905ce32807c1c11,6c1ead9b82c30c53464c5a3299512185ab89d6c03884d8f862cf1f2dbc3929d0,0.057,0.339,9.119,True
Mondlicht [SP ANOTHER],sl1,b914da45e4dbf5599b7edee4d3c7e8a9,465d3dfa629df1d63e610b86dcd272b83851fa2603ccb70ae7726f5c166e3949,-0.362,0.118,9.428,True
In The Wind -うままう-,sl7,b91ed7f26020b9397d47851d6f50300f,86bc0c9ccfda049f9c4ab180489bf4bd92d7ace3a868924734e2023db2519bbf,0.390,0.560,11.723,True
Hybrid Galaxy [Delay Sandbox],st5,b920ac8e15cc1e096f023198ec9b65ee,4662fb3f6bce7767c67e553aeab13b0a758b7d4d50c90bab3de893021670cbbc,1.157,1.657,5.415,True
永夜ノ蝶 [ANOTHER7],sl1,b9656d36814500f9ef8306df60def273,2cfa691b364797b68b6898e600808bdaf7c86204a9112b10825d06f05af06521,-0.360,0.211,7.135,True
Tiny Leda,sl0,b979150d4fc37505d6b3d299f6a6265a,2d38e050cb1bbbe7513381c1e2e5101f85ac3d53f7e971e1705aed32bde714fa,-0.603,0.016,8.350,True
コモリヌ -Despair & Hope-,st2,b999d0c6c03f26642f14833d0ad31ad2,3fcd370f597e07cfe0595ac1372f3d0ec4c78e385f82d41efa018fbd2a07d2be,0.754,1.089,8.303,True
Mind Disorder -Xe-,st3,b9c406e78c758dc3e69e8298bbe2eef4,94ff15bbb1e60de11f891c7cc74139480e6bcf9b378d0362dcd8c7f546648af1,0.829,1.176,8.027,True
退屈シンクアロング [THREE DIMENSIONS],st4,b9c427ba4286cb9b962208f50935f87e,6747ab8d121e8b0e2d558667e79817a9fdf88bde9429116cde901df654e0fbfb,0.968,1.487,7.146,True
Strawberry Mint Chocolate [ice cream],sl1,b9c7bc62daea8f9ccd4502328d624486,dfdb88f1035e27630598f31fc14f534efc619a19bb2f78a103128509c482cf6a,-0.333,0.143,6.393,True
Cinderella Cage -Trancecore Mix- [G],st0,b9cb4940e97c8d067827bd28d3081556,09545708d7f896dca1152f04d46b9aa47cf889da41f7acc41969699af38cdb40,0.544,0.820,14.292,True
運命論 [Atropos],sl10,b9cc5bd4194b74c2b8420a4f5c8d2ea8,978a6201d2aa5c34f4f68e4455289e40969d296ab48707475b2089111f4b4586,0.499,0.657,11.674,True
撃墜-HELL AIR FORCE- [EXTRA],st1,b9d597c844ebade6fbc4094c5cc79a12,e7b179b762f9f17041775a0463c135d1e5c365cfc7a21321c670a420b010068e,0.642,0.922,9.136,True
Chit-Chat [7Key Another],sl0,b9e7e3c1d0f9e72f195bfe2e6f730616,05966925e322f737f765ff6784d1644201c7e10da6beeb34aa66fb6822cb449c,-0.960,-0.180,4.432,True
Cryonix [Another],sl2,b9edc4d324ed4705c222e78b97394e87,985ba794d20cb26f359e972dff427473005cd0ddc46594f3bdab0486cb3b19a3,-0.039,0.246,8.259,True
zodiac (ANOTHER7),sl2,b9f6b45ee3455172e829f2c2b5390d6c,08b8f7409db55c8fcd3dcf3b7a89c96a81b8e55514118e296b854439b6a99b69,-0.140,0.173,6.904,True
Dizzolve -Eclipse-,sl10,ba075f9e227dd07d56b8ecf73d533995,a435e756d0319c4b31a4f251cc60f625725c826a2261f4ebf9c497ce42d55186,0.440,0.657,12.186,True
EXORCIST -Execution-,st3,ba0a6178b2d9d621a216bc544081a8b2,26570adebf308d8bf1f70dde1382384e84db8934e58f407162e78e6f25d71012,0.906,1.218,9.880,True
アドバンス・シグナル [IMPULSE],sl11,ba0d98716f87a29e2eb364272f34cfc6,a828823ed4dd607e4de2d4e9c1764af05e06fcf1f43d452d183df95c6e7cb472,0.488,0.720,16.982,True
小さなてのひら (Join Handz Remix) [SABOTHER],sl5,ba3adb82d930f49620ed810cedd73eae,86b83e8d020a6cc7fc837f667a39644f8f02f101d35bc4ed9af3bf2e680b1e9e,0.216,0.402,9.153,True
PUPA [LighT],st2,babde07aa3c2f6fbf036f69849d668ed,e4ba9c2dbf7fc7ce7e4e8859e314b491896b05c22e1f9d656c6ab5dc67bd95c3,0.770,1.063,8.106,True
reAdvenTia [Hexagon],st5,bae134c66f0654a801dd832a799ac822,a93e26ed07657c78e006b7563af8e5c6ae1a2a3c2f04b03d9347c6b2f1fa4b75,0.994,1.527,6.988,True
Plastic Heart [SP ANOTHER],sl1,baeac3fee0f258b93dac1e13e6fc3431,201e1c8a67de182425e8debdbe795f932bc40536c66de1d5b87dd47412349d30,-0.283,0.065,8.089,True
Elina (feat. Reislaufer) [INFERNO],st0,baee0a1921fc5041b44d7d87c7b5548d,50c8e58893522a7d08a9d3eb3ceecc6b76fe26fd5ae66b3b63f952b9a1a3e555,0.622,0.810,13.029,True
ちんこ音頭2022 [フィジカル横チン識],st3,baf435b1b3ceab8cba39e58bf86b30de,16138236726656c18c14c718193d144dc6c26836561e469b3c0c30f71d5f4b99,0.663,1.075,6.619,True
Mario Paint (Time Regression Mix for BMS) [D-ANOTHER],st3,baffb208283c72d92adf2b2b7899ca11,aec54cecaf5f13e5ec10f0a57b6da2577fbbccec4ee33d49b5a9ac29088e49e2,0.809,1.250,6.661,True
Out of the System [reasonable],sl3,bb03dbe967d34b7b32e0d738919c268e,a1ad561cff47c51792d5cb93ef0111cf056bc85bbe1610c5eb8e620017d1dc5d,0.152,0.306,10.748,True
雪の少女-MorningDash!Mix- [RuNRuN-EX],st4,bb1f191526ff2ae97fdf274ca33873b8,1b7308213ac139e7f483946baa5069b86b97b96ca86dd2b32f2d9c271052dcfc,0.957,1.286,9.254,True
#be_fortunate [unfortunate],st2,bb353d5079ada6a9d0e9a90964a11ee0,a553a6b30a15a2435c965a611cd38dac75fad4f1badd434ec5cf83fa03c9694f,0.797,1.150,8.458,True
Love☆Spellcard [ZOI],sl3,bb51e06228e7279b47120b9a5c527421,1f288fcbed1b275be16e5e27f81ad6d4fa67fae68078d6cbfd43c37956648612,0.135,0.289,9.767,True
夜空の★FANTASY [STAR DUST],sl6,bb54ca99ddb7cb8aae13c70a9a176df8,0ce6125497aea4ba13c40e0a31ddc6b32cec11df4623abf83186b30365fcb8bd,0.290,0.482,10.153,True
ozma [World-atom-o-sphere],sl11,bb57a88ca46ee33d5b52b3928ca32989,e5ccc1136ec28466e98407e53e4bc5b8ad20241eed281e609b05b47ca8f3bcfa,0.516,0.773,9.337,True
BLAZE YOUR SOUL [SP ANOTHER],sl0,bb5d0716c18b37f9687bbcea17fc646c,b89381e8a8a655b896a0e65d0e36fac832a177349fb801396f7f6c0371e77117,-0.344,0.039,5.544,True
Night view [函館],st0,bb6d60f785d1e6ba15fd88daee3fdf6b,2563b11b86c9d89662a524aa2da7a000e45f1185544c649a52ba7a3846401651,0.470,0.783,12.677,True
Life is PIANO [Rea'ju],sl4,bb91cef81d13b8d1146b0dbfeb4450f8,b709b698ad955027fa89ba921b0e91b566a1098c8811dc3f62861901bb55014c,0.085,0.318,7.662,True
Assault TAXI [Rainstorm Gallops],sl9,bbaa3cc8e6329e786925131d90da9140,b586bf02899dc38f70c6aadf298dc12cac647328ba438eca6613418ed8c33c49,0.210,0.598,12.381,True
Unleashed World [ZOI],sl5,bbb6c2152d9939fe2961efdbc932853f,f0d584a29d90d9bad72647b55858ee8aecc4c84ecfec656f9b03acb15a9bd348,0.139,0.363,9.223,True
Legend of Seeker [HARD],sl7,bbd457e8749acc8f8bc3070fd805a716,b296f093f760053089131e7f2ca0754a00d90066aa98f4ce6ff3685171c86448,0.225,0.481,6.984,True
A D D i c T i O N 4 5 0 0 0 0 0 (H),sl0,bbf3cfac7d04be5f9632c8eb439989a8,090d94bf516ed49c90b55697d4fbc711b36188c1c0c3adfc560bcddb8509d7ce,-0.394,-0.018,4.481,True
H'az'E -Despair-,st0,bc160dfadf2cc83024d964524861f7b7,d43eb772c54fa36cd08171c9fbcfba413a5ee0cdeea9084107e600aed3bd79f7,0.626,0.847,12.372,True
Esoterica [Hexagon],st5,bc249efb42f575bb4feeea9a93d35eaa,7629c3c67f0e6002e7c9e563cfe293c8e024cdb3acf9c9c3442a4e67081d0e8e,1.161,1.503,2.626,True
Alt Futur [Future+],st5,bc2fc830f05f36608ed1b9720f9eb919,4e90167f1fb9ff6b49af5590d7ccc035378ed1ec0c13e5af14c30c0753851982,1.206,1.640,7.058,True
DRAGONLADY (7key MASTER),st4,bc366989fd19e6812540e6cc1603f830,7dd03facad032abcb50a92bc32399f47f6c9bd0f8a640e4a6dd0e553c01c03d4,0.840,1.306,6.813,True
Rosario -輪廻幻想譚- (EX),sl12,bc5c6de58b37834a97681dac127fc94a,5edd65a74abb5377c153073d24730348c1b88b722d6d3c12576e3c4577cac677,0.532,0.727,11.839,True
スピカ [Elgafar],sl3,bc6b095f7f03cf5f23b887062fbce81b,73d0425f1e8bd7b1d97585863aac24158c928a0ecdd347266abc359839eaaf67,-0.049,0.243,7.532,True
YAKUI [SA],st0,bc6cf4791e30e04f0079c806981840f9,0661764a0318b7364b806d2b175ff365280522bda55b1147384ce4e5f16e543c,0.547,0.844,12.764,True
ハイライト [SP ANOTHER],sl0,bc9ae62d94f55ab6d3b746ca261a3986,8b9e4311b6bbaac3967f18fc06f552d21a59fe250511f3b7e2e804c93afbd7bc,-0.614,-0.120,4.163,True
Yellow Smile (bms edit) (ヽ*'∀')人 (*'∀'ノ),sl6,bc9af91ef329755dcdbc743f9e76e680,41848245968555552746e16e52d830e081762de44ccef3e00f965a525dfebd35,0.320,0.473,9.941,True
-+　 -EX-,sl12,bca300b454c8d993060712e8ebdef243,5a5cf3395b526782a344b93bbeb3a80f8a1a5d7e330d55bc5ad57063ee5f0513,0.591,0.837,9.913,True
Epic Bellum -universum- [Stardust],sl10,bcb25c89f7d006eec25a4f8436f65218,eb2f11271083da41ad9a426e56dff0f6cdb9fcc651c07222c9d2a170cc7ec534,0.491,0.693,12.188,True
マージナル＊フロンティア [魔法世界へようこそ],sl1,bcbdac0287dc4adad7e0103eb5120c46,478c162b16f8ac949de38b1ab6dcf86224a3dfddfb908af5edc2aac36048d425,-0.302,0.086,5.668,True
Blooming [7key Sunflower],st2,bcc6cd83b75155549139cf7f0ca9251c,c8673fd07a7e64f075e045d2c7c838a074008b596068e5905c4a23fb656f2c3f,0.684,0.989,10.329,True
Flesvelka [yumether],sl3,bcdcd6bd60c82d2775cc2fa1a3263666,c9fcaf76248895814a8e62dfa45f1fe29b1eb98a6bc55756814d9e314bd48152,0.144,0.314,8.319,True
Replica [ZOI],sl5,bce7cf5bce1794770ce3ff3443bb7a71,57a7f1bbcb8ae00092e170f148a7a8c721b019348062ff6f747e05ac1a801e7a,0.206,0.411,9.543,True
Asymmetric Grooves [ROCK],sl0,bcecfe005e13d171434a0185a2ca8f96,104eb5bd4f21d8d07d33961a1d0125f79d0b57fa76aaa09be5cb24902d01f0cc,-0.449,0.039,5.700,True
Canon (blazing summer mix) [mildelay],st1,bd0108a46153ae6f082864843add540c,79d9dc44f63d8583e4645005cead33a94bab4829ee4c603bb5e3a531b5a90f2b,0.685,0.998,9.059,True
BIG LOVE [mini jacks],sl10,bd0c636a335988b7848392a500b63e85,4e2f2061760cbf787730ed06a6a4226932c24bfbba071462f6ac03e9d3d86228,0.447,0.704,8.613,True
The Last Page -LAST BOSS-,st4,bd2326f72f9586eb13f5f4f9d202ade2,ff422b37ae5dea78256a09a31a652b23e449739ffd57ca3f0442a7e7105cb6e0,1.025,1.332,6.291,True
雨色セカイ,st2,bd33cbbb5666976a80d8c27ffa8c0f55,e4a0175c4976c2fed6bf756e729baa92b4f559cbf7c2105797b7fd623d632bfc,0.502,0.980,6.765,True
Daybreak [AM 6:00],sl9,bd4f6c35383bb1425da385ba12acfd5a,8ab8094b60b1072701cff09b346699cde70c75888b5136198188163757671fbf,0.383,0.595,10.392,True
Name of oath [yumether],sl9,bd4fd9cdfb6c491c1f0374b7878f2263,c41c29ed6bce9394e8db1cfdd2507ac966b109ff5b65109199d8d33f606cd96f,0.317,0.593,9.236,True
CHAINSAW PARTY <MARYTHER>,sl11,bd51437a802fd2570011d96178f06c9b,e482799ddf2850a5c92400996341fef702e9498da34e4b4179d2ede29de439c3,0.428,0.730,9.184,True
４２２ [Mild],sl3,bd525b78193c061bd887a18e0ad3c6cc,c3ef5da92d0c8876d799eece1dcba29e0e0bca80eef7f52d78d7b4b14df7cb85,0.003,0.256,8.730,True
僕が見た世界 [Believe My Shine!!],sl8,bd575bc97e261118191d2f09721a34cf,21e9242620ce130a5b82f80586c547f07bc3cb2ad700c629230caf5f954c816b,0.209,0.510,12.004,True
Gothic System -Genocide-,st3,bd6d3fe0e349cf68d2f59645a6c89d01,a3099d7135f1a6852052f2b4857361fa84309535eca59faf46e2114c5e943cf0,0.791,1.171,8.378,True
虹夜パレッド -SP ANOTHER-,sl5,bd86e260403822d6a0115e813136c533,bd8911d06f83cc833d8121299b68f7bd64c302570aa086bd94c8dd13a98d514d,0.121,0.410,9.583,True
Dance Doll Dream [HARD],sl1,bd951c2b4c7128cb59959ac03245f75f,8fd0fa1e68d5b0f6dd685ce51c630072ceb96dae7c284d19a3dfc54b2f9def78,-0.325,0.071,7.009,True
Unleashed World [INSANE],st5,bda605e76d263c8fd5d62ab4c5dfc3e1,5797878471e58f98a5dec8e168efc0e9fa40ab96d6700319b5cd03bf774dcc6a,0.968,1.533,6.529,True
Never Escape -Eclipse-,sl10,bdbd153af0d75088b5418c705bd69f84,f64078f2f756075e336fa5b00425ef813761e0d36ee4b2351bc68697227a2c6e,0.513,0.708,12.156,True
アイム・マイヒーロー [ENT],sl1,bdd4a277a0296bde5807c6980681af21,303137811c8715f192b6a6b31b0449357f3a09e476025e2eccf7bbaa496e4de1,-0.614,-0.037,5.276,True
VENUS INVADER [for A.],sl6,bde6e746250d86e04619a5d7f527c4be,2934692936c9c1db6f38d34eeda9244adfd702faf9bc7b453a12652bff357486,0.291,0.425,10.686,True
Existence [Another+],sl2,bde981560115cc2f7fa6e5a93b1c13dc,69527f9bd2591184084fff5a374323eda3e7463bbdc1a0beb869185112136a62,0.034,0.234,8.832,True
the Only one Reverberation feat.波音リツ,sl0,bdf775009c3f52721ed6687835481f20,0c167c1f5a1150d64af36feb1667386b43023b98d6196a2460a9c4b8a03028c3,-0.618,-0.043,5.577,True
ヒメタイプ [LAPITHER],sl12,be15c9f54f0a0cd0e5c1737415dc7182,deb5455b7d5e5f8671d8d495ba4a138df1d0f3314791e403b874a8219e5068b5,0.591,0.736,12.469,True
Melotte 333 [Termination],st3,be504b052ec280eb7c14d1f12f4216e6,f53b4015b6b01e1118be41e89a71b249623c3739fd5e29abd915bccee8bcf13a,0.988,1.256,8.046,True
Dreadnought [LastMoment],st1,be5427805ff3d464a8b8ebcb5e9381df,4aeeb65b2b0ab03b6c04b63a1f06ad175ed5e1e768ceca8c6bd18d891529edba,0.754,1.064,7.635,True
adolescent person [depressive],st1,be5a994241230cc2c991a6db8cc80290,9944aa6b1bd454f39f78720d151b4e16633a71aca2c58f7f3d49ab3ab722e415,0.601,0.909,14.051,True
Edge of bravery [VENGEANCE],sl0,be75d2aa1742255f3fdaa94d11ba166f,6c80304f22e16b9927e72a9e1f05381c3072e03100b9d55f35c852e2366cc485,-0.413,0.001,5.791,True
FUELBLOODS -GOD-,st5,be7fac015e47e921a2cb02623bc1ec41,2e954b2e66ce277e884ae698c403e4cbdbf2e7e7b5f48800d8ea8d5e721f3980,1.006,1.435,6.473,True
Amusing Reflection Rag. [Magical],sl5,bebcb4ccdaa9b43840d91a7ccd13e355,ba61a1d53f086ae8a44dd964627d8cf7dfc2bdf6c2941e92783555d0ab2557f1,0.062,0.392,11.215,True
Iolitia [7key/SABOTHER],sl6,bec58ae65ef0bf7ebd2447ab60908271,d2934f8323042fae8a62743478125732e0d6b92731b2ef0b1109ff896c4d3d7f,0.270,0.447,9.421,True
ハニエルのうた [ANOTHER],sl2,bedcc424a91dd6ccfd288851507f4674,fd598d523276722e5c11c78c6ff46bec3800c941b1b8dc1d3807088c497520b3,-0.051,0.253,5.322,True
Luv of Magical Synth [サテラ×ステラ],st1,bf1d6e8f15d53bdd35c3160b1f4567a8,e2cb9bc61367a7b99549ab6a1d9a6014ca5441891b938558165e5415348b29c1,0.696,0.855,12.823,True
Number Y [INSANE],sl8,bf296157872d81d25a170a3d0bdd7c09,5b0e80a392e6c2e4a562e7655f58356f65b33e48f442f28f0ff809e1269b0801,0.419,0.588,10.941,True
DJおっさん 尻削り節 remix [...!?],sl12,bf32bfe637da0b321e8ff27b225901b5,18a226f9b77155f01eeb93b93dac873e84882f039d7f4ce9ec4c555602ca5f6d,0.431,0.709,11.000,True
